order_id,customer_id,product_id,order_date,quantity,total_amount
5542,999999,181,2025-02-03,5,4255
5543,53,112,2024-11-18,2,2702
5544,999999,189,2025-05-02,1,544
5545,102,131,2025-10-12,4,1340
5546,188,134,2025-03-24,1,-50
5547,8,193,2025-03-24,3,1959
5548,37,176,2025-05-23,4,6388
5549,12,159,2025-08-23,1,1765
5550,999999,192,2024-11-16,2,46
5551,191,190,2025-05-28,3,5328
5552,999999,186,2025-10-16,2,2376
5553,80,113,2025-03-21,5,3575
5554,96,102,2025-10-25,5,5300
5555,136,169,2024-12-19,3,2247
5556,3,102,2025-04-25,4,-100
5557,77,171,2025-09-13,3,666
5558,185,184,2025-04-05,1,710
5559,138,140,2025-04-23,1,686
5560,120,103,2025-03-01,1,1292
5561,999999,169,2025-07-06,5,3745
5562,196,191,2025-08-06,3,129
5563,193,145,2025-05-21,2,1862
5564,144,128,2025-02-22,5,5965
5565,999999,187,2025-09-26,2,554
5566,42,149,2025-04-28,1,1035
5567,85,190,2025-10-04,1,-100
5568,153,104,2025-04-11,5,abc
5569,69,182,2025-07-11,4,4888
5570,98,196,2025-08-27,1,588
5571,999999,157,2025-08-16,3,3345
5572,159,104,2024-10-28,4,7296
5573,17,190,2025-08-31,2,3552
5574,193,119,2025-07-24,3,4527
5575,29,138,2025-05-23,3,300
5576,45,160,2025-01-20,5,2155
5577,143,175,2025-06-13,2,abc
5578,81,199,2025-07-31,1,682
5579,999999,136,2025-05-12,1,281
5580,190,150,2025-03-31,2,-100
5581,166,133,2026-02-26,5,abc
5582,191,175,2025-08-11,1,1924
5583,999999,152,2025-04-05,3,552
5584,85,152,2024-10-28,1,12
5585,47,200,2024-11-12,4,3188
5586,999999,174,2025-03-15,4,400
5587,143,119,2025-03-11,5,7545
5588,195,112,2025-06-30,1,abc
5589,22,195,2025-07-20,2,2676
5590,78,148,2025-06-21,5,7850
5591,111,190,2025-04-01,5,8880
5592,138,195,2025-07-07,4,5352
5593,46,160,2025-04-15,1,431
5594,129,115,2025-09-15,5,5395
5595,199,140,2025-08-27,3,-100
5596,999999,151,2025-06-15,5,8925
5597,134,189,2025-05-22,1,544
5598,43,144,2025-06-08,5,2355
5599,181,163,2025-08-02,5,500
5600,135,160,2025-08-02,1,431
5601,55,112,2025-04-30,5,-100
5602,183,167,2025-10-02,3,3771
5603,91,185,2025-05-08,5,5495
5604,163,182,2025-02-05,4,4888
5605,153,189,2025-05-01,2,1088
5606,45,119,2025-05-05,3,4527
5607,106,177,2025-04-27,4,2012
5608,191,133,2025-03-20,2,2404
5609,143,106,2025-10-23,4,5188
5610,158,141,2025-08-30,2,104
5611,170,152,2025-05-30,3,684
5612,143,187,2025-03-31,2,554
5613,1,157,2025-01-08,4,4460
5614,64,182,2025-07-06,4,4888
5615,193,151,2025-07-22,4,7140
5616,999999,121,2025-04-20,3,4965
5617,48,195,2025-02-27,4,5352
5618,166,140,2025-07-13,5,3430
5619,126,125,2025-06-21,5,500
5620,18,122,2025-07-07,5,4970
5621,133,160,2025-03-17,1,431
5622,36,186,2025-09-25,2,abc
5623,193,178,2025-05-03,3,2724
5624,133,188,2025-02-11,3,603
5625,130,143,2025-07-05,4,500
5626,193,181,2025-07-12,5,4255
5627,133,123,2025-05-13,3,513
5628,153,122,2025-08-14,2,1988
5629,181,155,2025-10-14,5,8045
5630,44,116,2025-09-18,5,5915
5631,999999,194,2025-03-18,1,266
5632,123,166,2025-06-25,1,1283
5633,85,174,2025-09-09,2,2448
5634,999999,162,2024-11-22,5,210
5635,76,157,2025-05-02,3,3345
5636,96,185,2025-07-19,5,5495
5637,147,164,2025-02-06,4,6696
5638,77,168,2025-05-19,5,7045
5639,27,123,2025-04-14,1,abc
5640,121,142,2025-08-15,2,1282
5641,42,114,2025-10-20,4,-100
5642,999999,186,2025-07-04,2,2376
5643,999999,127,2025-03-27,2,616
5644,64,131,2025-02-11,2,972
5645,154,130,2025-04-28,3,4461
5646,180,140,2025-03-16,2,1372
5647,93,137,2025-08-11,3,1098
5648,45,197,2025-03-02,2,3700
5649,57,149,2025-08-02,5,500
5650,19,185,2025-09-20,2,2198
5651,11,162,2025-01-22,4,168
5652,6,163,2024-12-09,1,1409
5653,1,128,2025-06-16,5,5965
5654,123,103,2025-08-17,4,5168
5655,999999,146,2025-07-07,4,628
5656,999999,153,2025-03-03,1,1313
5657,83,158,2025-04-16,1,1347
5658,145,131,2025-02-27,3,270
5659,170,170,2025-03-09,3,5493
5660,64,146,2024-11-08,1,55
5661,999999,116,2025-01-15,4,4732
5662,3,197,2024-12-05,1,1850
5663,999999,197,2025-04-07,2,3700
5664,181,141,2024-10-31,3,555
5665,999999,115,2026-01-29,2,2158
5666,5,147,2025-08-27,2,182
5667,104,151,2025-01-14,5,8925
5668,1,196,2025-03-24,1,100
5669,188,122,2025-08-01,4,3976
5670,41,167,2025-01-08,3,3771
5671,11,141,2024-12-04,5,405
5672,102,104,2025-05-04,3,5472
5673,102,186,2025-01-22,4,4752
5674,3,196,2025-05-11,2,1176
5675,197,128,2025-07-20,3,3579
5676,148,155,2025-07-16,2,3218
5677,182,161,2025-06-26,2,1640
5678,999999,148,2025-06-25,2,3140
5679,109,102,2025-01-18,2,abc
5680,999999,108,2025-07-22,3,1701
5681,159,189,2025-08-19,3,300
5682,124,195,2024-11-27,1,1338
5683,88,199,2025-02-19,5,3410
5684,5,120,2025-07-31,4,276
5685,84,191,2025-10-21,2,110
5686,79,185,2025-03-24,1,1099
5687,46,150,2025-02-13,2,2218
5688,24,116,2025-08-16,2,2366
5689,197,108,2025-10-26,2,1134
5690,6,145,2025-01-23,3,2793
5691,169,129,2024-11-25,5,4945
5692,28,188,2025-10-10,4,944
5693,156,119,2025-07-13,3,4527
5694,999999,192,2025-05-23,4,416
5695,122,158,2025-06-11,4,5388
5696,154,146,2025-06-02,1,97
5697,72,106,2025-08-23,2,-100
5698,199,103,2025-07-23,2,2584
5699,65,102,2025-02-14,4,4240
5700,28,125,2025-04-06,1,-50
5701,10,147,2025-08-19,5,455
5702,999999,117,2025-04-12,5,3230
5703,135,155,2025-02-10,1,1609
5704,200,135,2024-11-07,4,3032
5705,121,177,2025-02-17,5,2515
5706,27,159,2025-08-26,4,7060
5707,79,178,2025-08-03,2,1816
5708,186,177,2025-06-06,5,2515
5709,63,184,2024-11-04,2,-100
5710,76,193,2025-07-02,3,1959
5711,18,128,2025-01-31,1,1193
5712,147,110,2024-12-24,5,-100
5713,41,147,2025-01-17,2,182
5714,7,166,2024-10-28,2,2566
5715,65,136,2025-07-10,1,281
5716,14,140,2025-03-20,3,2058
5717,26,196,2026-02-16,2,1176
5718,152,110,2025-08-01,4,76
5719,12,181,2025-02-04,4,abc
5720,62,108,2025-08-26,5,2835
5721,72,115,2025-04-05,5,5395
5722,84,169,2025-09-21,1,749
5723,15,148,2025-09-29,4,6280
5724,89,104,2025-10-10,2,3648
5725,999999,102,2024-11-08,3,3180
5726,153,165,2025-07-24,3,4692
5727,22,198,2025-04-07,5,500
5728,34,142,2024-11-14,3,1923
5729,39,121,2025-01-27,4,-100
5730,111,168,2025-08-07,3,4227
5731,176,158,2025-11-17,1,1347
5732,166,102,2025-08-15,4,4240
5733,999999,137,2025-03-16,2,732
5734,114,148,2025-04-16,1,1570
5735,110,189,2025-05-17,4,2176
5736,110,119,2024-12-03,1,1509
5737,172,126,2024-11-10,4,472
5738,130,113,2025-01-25,3,2145
5739,76,160,2025-03-07,5,2155
